hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,Cost
"City Hotel",1,3,2019,May,21,20,0,1,2,0,0,BB,ITA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,156,0,0,Canceled,18/05/2019,0.3,12.99
"City Hotel",1,211,2019,May,21,20,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",6,NULL,111,Transient,100,0,0,Canceled,18/03/2019,0.3,12.99
"City Hotel",1,22,2019,May,21,20,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",34,NULL,0,Transient,140,0,0,Canceled,28/04/2019,0.3,12.99
"City Hotel",1,28,2019,May,21,20,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,156,0,0,Canceled,03/05/2019,0.3,12.99
"City Hotel",1,114,2019,May,21,20,0,2,2,2,0,BB,CHE,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",9,NULL,0,Transient,198.9,0,0,Canceled,14/02/2019,0.3,12.99
"City Hotel",1,52,2019,May,21,20,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",34,NULL,30,Transient,140,0,0,Canceled,28/04/2019,0.3,12.99
"City Hotel",1,111,2019,May,21,20,0,2,3,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,159.3,0,1,Canceled,01/02/2019,0.3,12.99
"City Hotel",1,29,2019,May,21,20,1,2,1,0,0,BB,TUR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,139.6,0,0,Canceled,17/05/2019,0.3,12.99
"City Hotel",1,94,2019,May,21,20,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",NULL,NULL,0,Transient,121.5,0,0,Canceled,23/02/2019,0.1,12.99
"City Hotel",1,29,2019,May,21,20,1,2,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,139.6,0,0,Canceled,18/05/2019,0.3,12.99
"City Hotel",1,26,2019,May,21,20,1,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,158.33,0,0,Canceled,05/05/2019,0.3,12.99
"City Hotel",1,94,2019,May,21,20,1,2,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",9,NULL,0,Transient,174.6,0,0,Canceled,14/05/2019,0.3,17.99
"City Hotel",1,30,2019,May,21,20,2,2,2,0,0,BB,BRA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,0,Canceled,03/05/2019,0.3,12.99
"City Hotel",1,29,2019,May,21,20,2,2,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,135.3,0,0,Canceled,21/04/2019,0.3,12.99
"City Hotel",1,212,2019,May,21,20,2,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",21,NULL,0,Transient-Party,78,0,0,Canceled,17/05/2019,0.3,12.99
"City Hotel",1,29,2019,May,21,20,2,3,2,0,0,BB,USA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,132.72,0,1,Canceled,21/04/2019,0.3,12.99
"City Hotel",1,6,2019,May,21,20,2,4,3,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",7,NULL,0,Transient,197.12,0,0,Canceled,18/05/2019,0.3,12.99
"City Hotel",1,27,2019,May,21,20,2,4,2,0,0,BB,ITA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,135.87,0,0,Canceled,24/04/2019,0.3,12.99
"City Hotel",1,7,2019,May,21,20,4,10,1,0,0,BB,AGO,Direct,Direct,0,0,0,E,E,0,"No Deposit",14,NULL,0,Transient,175.29,0,0,Canceled,13/05/2019,0.1,12.99
"City Hotel",1,1,2019,May,21,21,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,176,0,1,Canceled,21/05/2019,0.3,12.99
"City Hotel",1,30,2019,May,21,21,0,1,2,0,0,SC,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,116.1,0,0,Canceled,19/05/2019,0.3,35
"City Hotel",1,50,2019,May,21,21,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126.9,0,0,Canceled,14/04/2019,0.3,12.99
"City Hotel",1,23,2019,May,21,21,0,1,2,0,0,BB,CHN,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,0,Canceled,13/05/2019,0.3,12.99
"City Hotel",1,28,2019,May,21,21,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,141,0,1,Canceled,12/05/2019,0.3,12.99
"City Hotel",1,40,2019,May,21,21,0,1,2,0,0,SC,FRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",7,NULL,0,Transient,89.4,0,0,Canceled,12/04/2019,0.3,35
"City Hotel",1,40,2019,May,21,21,0,1,2,0,0,SC,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",7,NULL,0,Transient,89.4,0,0,Canceled,20/04/2019,0.3,35
"City Hotel",1,49,2019,May,21,21,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126.9,0,0,Canceled,11/04/2019,0.3,12.99
"City Hotel",1,95,2019,May,21,21,0,1,3,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,159.3,0,0,Canceled,10/04/2019,0.3,12.99
"City Hotel",1,54,2019,May,21,21,0,1,2,0,0,SC,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,116.1,0,0,Canceled,31/03/2019,0.3,35
"City Hotel",1,32,2019,May,21,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",14,NULL,0,Transient,129.2,0,0,Canceled,20/04/2019,0.1,12.99
"City Hotel",1,39,2019,May,21,21,0,1,1,0,0,BB,BRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,121.5,0,0,Canceled,12/04/2019,0.3,12.99
"City Hotel",1,168,2019,May,21,21,0,1,2,0,0,BB,NLD,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,144.9,0,0,Canceled,07/01/2019,0.3,12.99
"City Hotel",1,4,2019,May,21,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,"No Deposit",NULL,NULL,0,Transient,167,0,0,Canceled,17/05/2019,0.1,12.99
"City Hotel",1,49,2019,May,21,21,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,"No Deposit",14,NULL,0,Transient,172.8,0,0,Canceled,11/04/2019,0.1,17.99
"City Hotel",1,64,2019,May,21,21,1,1,2,0,0,SC,FRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,116.1,0,0,Canceled,03/05/2019,0.3,35
"City Hotel",1,95,2019,May,21,21,1,1,1,0,0,BB,RUS,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,121.5,0,1,Canceled,20/04/2019,0.3,12.99
"City Hotel",1,90,2019,May,21,21,1,1,2,0,0,SC,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,116.1,0,0,Canceled,21/03/2019,0.3,35
"City Hotel",1,32,2019,May,21,21,1,1,2,0,0,BB,ITA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,117.9,0,1,Canceled,06/05/2019,0.3,12.99
"City Hotel",1,29,2019,May,21,21,1,1,2,0,0,SC,ARM,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,113.55,0,0,Canceled,13/05/2019,0.3,35
"City Hotel",1,47,2019,May,21,21,1,1,2,0,0,SC,ITA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,116.1,0,0,Canceled,05/04/2019,0.3,35
"City Hotel",1,111,2019,May,21,21,1,1,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,1,Canceled,02/02/2019,0.3,12.99
"City Hotel",1,32,2019,May,21,21,1,1,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,117.9,0,0,Canceled,19/04/2019,0.3,12.99
"City Hotel",1,35,2019,May,21,21,1,1,2,0,0,BB,AUS,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,0,Canceled,15/05/2019,0.3,12.99
"City Hotel",1,23,2019,May,21,21,1,1,1,0,0,BB,USA,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",9,NULL,0,Transient,156,0,0,Canceled,05/05/2019,0.3,12.99
"City Hotel",1,55,2019,May,21,21,2,1,2,0,0,SC,ITA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,116.1,0,0,Canceled,29/03/2019,0.3,35
"City Hotel",1,24,2019,May,21,21,2,1,3,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",8,NULL,0,Transient,285.17,0,0,Canceled,03/05/2019,0.3,12.99
"City Hotel",1,62,2019,May,21,21,2,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",83,NULL,0,Transient,95.88,0,0,Canceled,29/03/2019,0.3,12.99
"City Hotel",1,25,2019,May,21,21,2,1,2,0,0,BB,ISR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,127.67,0,0,Canceled,14/05/2019,0.3,12.99
"City Hotel",1,80,2019,May,21,21,2,1,2,0,0,BB,NLD,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,0,Canceled,02/03/2019,0.3,12.99
"City Hotel",1,48,2019,May,21,21,2,1,2,0,0,SC,CHN,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,104.49,0,0,Canceled,16/04/2019,0.3,35
"City Hotel",1,39,2019,May,21,21,2,1,2,0,0,BB,NLD,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126.9,0,0,Canceled,18/05/2019,0.3,12.99
"City Hotel",1,139,2019,May,21,21,2,1,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,124.5,0,1,Canceled,16/02/2019,0.3,12.99
"City Hotel",1,21,2019,May,21,21,2,1,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,156,0,0,Canceled,01/05/2019,0.3,12.99
"City Hotel",1,56,2019,May,21,21,2,1,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126.9,0,0,Canceled,22/04/2019,0.3,12.99
"City Hotel",1,95,2019,May,21,21,2,2,2,0,0,SC,BGR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,109.65,0,0,Canceled,17/02/2019,0.3,35
"City Hotel",1,106,2019,May,21,21,2,2,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,120.28,0,0,Canceled,05/02/2019,0.3,12.99
"City Hotel",1,27,2019,May,21,21,2,2,2,0,0,BB,NOR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,137.6,0,0,Canceled,18/05/2019,0.3,12.99
"City Hotel",1,37,2019,May,21,21,2,2,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126.9,0,0,Canceled,16/04/2019,0.3,12.99
"City Hotel",1,81,2019,May,21,21,2,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,132.6,0,0,Canceled,03/03/2019,0.3,12.99
"City Hotel",1,93,2019,May,21,21,2,3,2,0,0,BB,BRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,119.85,0,0,Canceled,06/03/2019,0.3,12.99
"City Hotel",1,59,2019,May,21,21,2,3,2,0,0,SC,BRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,116.1,0,1,Canceled,10/05/2019,0.3,35
"City Hotel",1,40,2019,May,21,21,2,3,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126.9,0,0,Canceled,24/04/2019,0.3,12.99
"City Hotel",1,68,2019,May,21,21,2,3,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,132.6,0,0,Canceled,24/03/2019,0.3,12.99
"City Hotel",1,28,2019,May,21,21,2,3,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,117.74,0,0,Canceled,25/04/2019,0.3,12.99
"City Hotel",1,23,2019,May,21,21,2,4,2,0,0,BB,IND,"Online TA",TA/TO,0,0,0,B,B,1,"No Deposit",9,NULL,0,Transient,128.49,0,0,Canceled,05/05/2019,0.3,12.99
"City Hotel",1,23,2019,May,21,21,2,4,0,2,0,BB,IND,"Online TA",TA/TO,0,0,0,B,B,0,"No Deposit",9,NULL,0,Transient,128.49,0,0,Canceled,05/05/2019,0.3,12.99
"City Hotel",1,138,2019,May,21,21,2,5,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,117.91,0,1,Canceled,12/01/2019,0.3,12.99
"City Hotel",1,76,2019,May,22,22,1,0,2,0,0,SC,USA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,116.1,0,0,Canceled,11/05/2019,0.3,35
"City Hotel",1,2,2019,May,22,22,1,0,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,"No Deposit",NULL,153,0,Transient,110,0,0,Canceled,20/05/2019,0.2,12.99
"City Hotel",1,31,2019,May,22,22,2,0,2,0,0,SC,GBR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,98.1,0,0,Canceled,13/05/2019,0.3,35
"City Hotel",1,36,2019,May,22,22,2,0,2,0,0,SC,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",83,NULL,0,Transient,92.88,0,0,Canceled,19/05/2019,0.3,35
"City Hotel",1,24,2019,May,22,22,2,0,1,0,0,BB,ARM,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,135,0,0,Canceled,04/05/2019,0.3,12.99
"City Hotel",1,87,2019,May,22,22,2,1,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,A,A,2,"No Deposit",9,NULL,0,Transient,126.9,0,0,Canceled,23/04/2019,0.3,12.99
"City Hotel",1,172,2019,May,22,22,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",7,NULL,0,Transient,115.2,0,0,Canceled,02/12/2018,0.3,12.99
"City Hotel",1,35,2019,May,22,22,2,1,2,0,0,SC,GBR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,98.1,0,0,Canceled,04/05/2019,0.3,35
"City Hotel",1,127,2019,May,22,22,2,1,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,105.3,0,0,Canceled,25/04/2019,0.3,12.99
"City Hotel",1,105,2019,May,22,22,2,2,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,119.85,0,0,Canceled,17/04/2019,0.3,12.99
"City Hotel",1,35,2019,May,22,22,2,2,2,0,0,SC,NLD,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,98.1,0,0,Canceled,17/04/2019,0.3,35
"City Hotel",1,96,2019,May,22,22,2,2,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,B,B,0,"No Deposit",9,NULL,0,Transient,112.01,0,0,Canceled,28/03/2019,0.3,12.99
"City Hotel",1,28,2019,May,22,22,2,2,3,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,149.15,0,0,Canceled,05/05/2019,0.3,12.99
"City Hotel",1,28,2019,May,22,22,2,2,2,0,0,SC,MDV,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,103.55,0,0,Canceled,24/04/2019,0.3,35
"City Hotel",1,97,2019,May,22,22,2,2,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,B,B,1,"No Deposit",9,NULL,0,Transient,112.01,0,0,Canceled,28/03/2019,0.3,12.99
"City Hotel",1,126,2019,May,22,22,2,2,2,0,0,SC,IRL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,89.25,0,0,Canceled,06/02/2019,0.3,35
"City Hotel",1,72,2019,May,22,22,2,3,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,132.6,0,0,Canceled,11/03/2019,0.3,12.99
"City Hotel",1,84,2019,May,22,22,2,3,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,135.31,0,1,Canceled,15/04/2019,0.3,12.99
"City Hotel",1,95,2019,May,22,22,2,3,3,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",83,NULL,0,Transient,141.32,0,1,Canceled,22/02/2019,0.3,12.99
"City Hotel",1,11,2019,May,22,23,1,0,1,0,0,BB,PRT,"Online TA",Corporate,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,95,0,0,Canceled,13/05/2019,0.3,12.99
"City Hotel",1,30,2019,May,22,23,1,1,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,117.9,0,0,Canceled,26/04/2019,0.3,12.99
"City Hotel",1,130,2019,May,22,23,1,1,2,0,0,BB,FIN,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,105.3,0,0,Canceled,22/01/2019,0.3,12.99
"City Hotel",1,14,2019,May,22,23,1,2,1,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,127,0,0,Canceled,19/05/2019,0.3,12.99
"City Hotel",1,38,2019,May,22,23,1,2,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126.9,0,1,Canceled,11/05/2019,0.3,12.99
"City Hotel",1,141,2019,May,22,23,1,2,2,0,0,BB,TUN,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,114.3,0,1,Canceled,27/03/2019,0.3,12.99
"City Hotel",1,109,2019,May,22,23,1,2,2,1,0,BB,DEU,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,143.1,0,0,Canceled,05/02/2019,0.3,12.99
"City Hotel",1,48,2019,May,22,23,1,3,1,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,"No Deposit",14,NULL,0,Transient,150.45,0,0,Canceled,07/04/2019,0.1,12.99
"City Hotel",1,82,2019,May,22,23,1,3,1,0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,"No Deposit",14,NULL,0,Transient,148.75,0,0,Canceled,29/03/2019,0.1,12.99
"City Hotel",1,99,2019,May,22,23,1,3,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,132.6,0,0,Canceled,05/03/2019,0.3,12.99
"City Hotel",1,38,2019,May,22,23,1,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",7,NULL,0,Transient,108.11,0,0,Canceled,17/05/2019,0.3,12.99
"City Hotel",1,160,2019,May,22,23,1,4,2,0,0,BB,FIN,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,107.61,0,1,Canceled,21/01/2019,0.3,12.99
"City Hotel",1,141,2019,May,22,23,1,4,2,0,0,BB,TUN,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,116.11,0,0,Canceled,03/01/2019,0.3,12.99
"City Hotel",1,41,2019,May,22,24,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",NULL,179,0,Transient,89,0,0,Canceled,02/05/2019,0.15,12.99
"City Hotel",1,158,2019,May,22,24,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",37,NULL,31,Transient,130,0,0,Canceled,18/01/2019,0.1,12.99
"City Hotel",1,5,2019,May,22,24,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,78,0,Transient-Party,110,0,0,Canceled,20/05/2019,0.15,12.99
"City Hotel",1,21,2019,May,22,24,0,2,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,141,0,0,Canceled,11/05/2019,0.3,12.99
"City Hotel",1,30,2019,May,22,24,0,2,2,0,0,SC,CHE,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,98.1,0,1,Canceled,28/04/2019,0.3,35
"City Hotel",1,11,2019,May,22,24,0,3,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",12,NULL,3,Transient-Party,160,0,0,Canceled,16/05/2019,0.3,17.99
"City Hotel",1,11,2019,May,22,24,0,3,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",12,NULL,0,Transient-Party,160,0,0,Canceled,13/05/2019,0.3,17.99
"City Hotel",1,118,2019,May,22,24,0,4,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,F,F,2,"No Deposit",9,NULL,0,Transient,187.85,0,0,Canceled,02/05/2019,0.3,12.99
"City Hotel",1,84,2019,May,22,24,0,4,2,0,0,BB,TUR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,132.6,0,0,Canceled,15/05/2019,0.3,12.99
"City Hotel",1,8,2019,May,22,25,0,1,1,0,0,SC,TUR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,119,0,0,Canceled,22/05/2019,0.3,35
"City Hotel",1,1,2019,May,22,25,0,1,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,"No Deposit",NULL,153,0,Transient,95,0,0,Canceled,24/05/2019,0.2,12.99
"City Hotel",1,8,2019,May,22,25,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,111.35,0,0,Canceled,21/05/2019,0.3,12.99
"City Hotel",1,30,2019,May,22,25,0,1,2,0,0,SC,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",8,NULL,0,Transient,98.1,0,0,Canceled,04/05/2019,0.3,35
"City Hotel",1,33,2019,May,22,25,0,1,1,0,0,SC,ITA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,98.1,0,0,Canceled,22/04/2019,0.3,35
"City Hotel",1,113,2019,May,22,25,0,4,2,0,0,BB,AUT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,132.6,0,0,Canceled,04/02/2019,0.3,12.99
"City Hotel",1,144,2019,May,22,25,1,4,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",7,NULL,0,Transient,92.55,0,0,Canceled,11/01/2019,0.3,12.99
"City Hotel",1,323,2019,May,22,26,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,59,0,0,Canceled,21/10/2018,0.1,12.99
"City Hotel",1,0,2019,May,22,26,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",9,NULL,0,Transient,161,0,0,Canceled,26/05/2019,0.3,12.99
"City Hotel",1,20,2019,May,22,26,0,1,1,0,0,BB,ESP,Aviation,Corporate,0,0,0,D,D,1,"No Deposit",153,NULL,0,Transient-Party,110,0,0,Canceled,06/05/2019,0.2,12.99
"City Hotel",1,20,2019,May,22,26,0,1,1,0,0,BB,ESP,Aviation,Corporate,0,0,0,D,D,0,"No Deposit",153,NULL,0,Transient-Party,110,0,0,Canceled,06/05/2019,0.2,12.99
"City Hotel",1,75,2019,May,22,26,0,2,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,0,Canceled,21/05/2019,0.3,12.99
"City Hotel",1,323,2019,May,22,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,62,0,0,Canceled,21/10/2018,0.1,12.99
"City Hotel",1,32,2019,May,22,26,0,2,3,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,"No Deposit",14,NULL,0,Transient,207,0,0,Canceled,29/04/2019,0.1,12.99
"City Hotel",1,86,2019,May,22,26,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,0,Canceled,02/03/2019,0.3,12.99
"City Hotel",1,85,2019,May,22,26,0,2,2,0,0,BB,BEL,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,0,Canceled,25/05/2019,0.3,12.99
"City Hotel",1,85,2019,May,22,26,0,2,2,0,0,BB,BEL,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Transient,140.4,0,1,Canceled,25/05/2019,0.3,12.99
"City Hotel",1,89,2019,May,22,26,0,2,3,2,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,"No Deposit",14,NULL,0,Transient,257.55,0,0,Canceled,27/02/2019,0.1,12.99
"City Hotel",1,316,2019,May,22,26,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,"No Deposit",30,NULL,0,Transient-Party,100,0,0,Canceled,23/05/2019,0.1,12.99
"City Hotel",1,136,2019,May,22,26,0,3,2,2,0,BB,AUT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",9,NULL,0,Transient,198.9,0,0,Canceled,30/01/2019,0.3,12.99
